name,year,p,E,baseline,Y,Ygross,damageFraction,abatementFraction,CE,temp,SSP,damage,TCRE,cost_level,r,gamma,beta,elasmu,on_utility,useBaselineCO2Intensity,maxReductParam,minEmissions,p_rel
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2110.0,674.6460140092073,-5.546422125976882,77.14814194,599.149345495576,599.5424016391634,0.000655593570217463,0.03052084433353994,47.41136166212525,1.1256190442305178,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,0.2,True,True,2.2,-20,0.2762257825470308
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2115.0,648.3880814407349,-4.893216563746383,79.010356004,628.6059536269518,628.8040998405186,0.0003151159695316697,0.028406465352738778,22.94527884339334,1.1104500728829039,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,0.2,True,True,2.2,-20,0.26547478451075623
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2120.0,605.491659761897,-2.9653481912220427,80.872570068,657.9971836357623,658.0702494429025,0.00011103040625541974,0.025343149817656955,8.118537887283125,1.1012574934901156,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,0.2,True,True,2.2,-20,0.24791135509643422
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2125.0,574.6601612191903,-1.5948614180271785,82.269230616,680.3118418011119,680.3131807154266,1.968085218170823e-06,0.02329428400260647,0.14423079714723253,1.0963134230942313,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,0.2,True,True,2.2,-20,0.2352877648947428
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2130.0,543.2775416966679,0.008511309439116948,83.665891164,702.5201045735005,702.5218951728967,2.548816497477055e-06,0.02128967800344466,0.18678734434281727,1.0963398081534925,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,0.2,True,True,2.2,-20,0.22243852476587994
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2135.0,534.2120500247113,0.04585497939132179,84.596998196,717.563827686286,717.5679018697857,5.677767203764866e-06,0.02073692415509042,0.4160622412994262,1.0964819585896057,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,0.2,True,True,2.2,-20,0.21872676707479302
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2140.0,527.409135184335,-0.05660631758045081,85.528105228,732.4490947769218,732.450424356939,1.8152491595719439e-06,0.020319295473500414,0.13303065339717215,1.0963064790051062,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,0.2,True,True,2.2,-20,0.21594139454406894
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2145.0,519.366127615044,-0.023145072883378043,85.993658744,740.0610627750451,740.0612375248991,2.361289107716269e-07,0.01991602865557225,0.017305288980281937,1.0962347292791679,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,0.2,True,True,2.2,-20,0.21264828080186163
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2150.0,511.7298112443541,0.014256326419044495,86.45921226,747.5761327969685,747.5770364560599,1.208783907640995e-06,0.019532046827984255,0.08858692107550441,1.0962789238910668,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,0.2,True,True,2.2,-20,0.20952168193153653
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2155.0,483.1362876341841,1.8866851112911276,86.45921226,747.7735891469082,747.871018875857,0.00013027611244408564,0.018034929966504746,9.522012477531142,1.1021276477360693,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,0.2,True,True,2.2,-20,0.1978144039353926
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2160.0,437.2300896278532,5.471350810737805,86.45921226,747.8266002898044,748.2070279750862,0.0005084524350317601,0.015619371293030633,36.878766531220165,1.1190888352493567,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,0.2,True,True,2.2,-20,0.17901865741833892
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2165.0,390.2116457922563,9.478907804574735,86.45921226,747.7552719197035,748.6366409828122,0.0011772988588316206,0.013240768664423407,84.27330555409384,1.1484734494435382,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,0.2,True,True,2.2,-20,0.15976751508156065
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2170.0,342.53533990560896,13.92393789463467,86.45921226,747.460537833534,749.1019908025751,0.002191227615457975,0.010943831482798596,153.8929950272672,1.1916376569169058,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,0.2,True,True,2.2,-20,0.14024701895614955
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2175.0,293.89886317037724,18.915710988860347,86.45921226,746.8331948094578,749.5530045493279,0.0036285755955381502,0.008736634244752562,248.47154997156895,1.2502763609823728,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,0.2,True,True,2.2,-20,0.12033339230225147
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2180.0,242.91983974320212,24.748020501222772,86.45921226,745.7363193311734,749.946023313915,0.005613342629832924,0.0065911224092089875,372.21165247768283,1.3269952245361634,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,0.2,True,True,2.2,-20,0.09946063778025901
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2185.0,188.8943582970415,31.780575084356713,86.45921226,743.9873910741071,750.2409604132973,0.008335414445707226,0.004534992584099288,531.1145278994663,1.4255150072976692,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,0.2,True,True,2.2,-20,0.07734054727344378
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2190.0,133.90297674887196,40.195276730684014,86.45921226,741.341188362555,750.3888558116429,0.012057305194520229,0.0027143218178827325,732.0909115528864,1.5501203651627897,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,0.2,True,True,2.2,-20,0.054824980463501614
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2195.0,71.5373325641076,52.40739480973413,86.45921226,737.2773923774912,750.3164910617858,0.017378131547985537,0.0010620956386740744,994.1278856015571,1.7125832890729655,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,0.2,True,True,2.2,-20,0.029290109566374952
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2200.0,0.0,85.88492223697197,86.45921226,729.4909647492136,749.9215332510629,0.027243608292294996,0.0,1423.552496786417,1.9788265480075786,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,0.2,True,True,2.2,-20,0.0
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2020.0,92.5589652221182,32.47801205,43.47801205,101.36673607641828,101.6022031,0.0023175385611468417,0.0029164030163658324,162.39006024999998,1.1969058373550001,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,1.001,True,True,2.2,-20,0.03789716691318668
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2025.0,348.1168321715791,22.6617651934569,46.476228195000004,122.62162383178512,123.12089842329853,0.004055157149656841,0.02108552846559732,275.6988862172845,1.2671573094547164,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,1.001,True,True,2.2,-20,0.14253229454799016
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2030.0,489.1852335039965,17.852452717733662,49.474444340000005,143.42737687387492,144.21968912343917,0.005493786974440746,0.034444527463670695,364.9611498059528,1.3224999128796908,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,1.001,True,True,2.2,-20,0.20029107284290468
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2035.0,518.5097156370992,15.926022318081722,51.19409131500001,164.09380339021124,165.22211688904167,0.006829070587372971,0.035731483519642886,444.5912613963614,1.3718705820657442,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,1.001,True,True,2.2,-20,0.2122976331082888
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2040.0,542.9041487373615,14.187108175362232,52.913738290000005,184.74192166627677,186.24299744775746,0.008059770311105269,0.03653379062110762,515.5268022731725,1.415850617409367,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,1.001,True,True,2.2,-20,0.2222856434618476
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2045.0,565.7257743446694,12.463278807614433,54.45241879,206.3894368447885,208.30016861324384,0.009172972740137649,0.036963085358130546,577.8431963112447,1.4544867817129719,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,1.001,True,True,2.2,-20,0.23162968650289628
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2050.0,587.4416246343634,10.77010182256543,55.99109929,228.05024194656906,230.39080077183206,0.01015908108058962,0.03741717729324911,631.6937054240718,1.4878740973629245,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,1.001,True,True,2.2,-20,0.24052098299822106
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2055.0,612.4827001431887,8.825481405874704,56.806347175,251.34535680041066,254.13674990506038,0.010983823101902981,0.03756963861699659,675.8211124534454,1.5152330897211361,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,1.001,True,True,2.2,-20,0.2507737533913033
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2060.0,630.9381515406237,7.150666036276997,57.621595060000004,274.6676040341205,277.9088757251042,0.011663073669478117,0.03725925534901364,711.5744426348303,1.537400154433595,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,1.001,True,True,2.2,-20,0.25833011835701347
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2065.0,654.7662915702967,5.33441512544108,59.244130865,301.2528027755252,304.966137857556,0.012176220967080752,0.03767502055459502,738.2465182620357,1.5539368413224621,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,1.001,True,True,2.2,-20,0.26808626675137254
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2070.0,676.3493878947229,3.540469935750011,60.86666667,327.86485853615994,332.0217138426133,0.01251982967723546,0.03804340780404964,755.9488679407857,1.5649122981232872,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,1.001,True,True,2.2,-20,0.2769232087153121
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2075.0,698.7092310226342,1.6478005107261673,62.654864915,357.01123119621957,361.59648297416106,0.012680576260663321,0.038435219020836894,764.1878704944165,1.5700204797065385,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,1.001,True,True,2.2,-20,0.28607818041511063
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2080.0,715.7719823442193,-0.09649414616841882,64.44306316,386.22080476256394,391.1774726487491,0.012671148603273225,0.03852851840509699,763.7053997635744,1.5697213478534162,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,1.001,True,True,2.2,-20,0.29306432090707224
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2085.0,735.973900662577,-2.0487033441815115,66.14006739,418.2177380759768,423.49937256889416,0.012471410431802122,0.038690305275064396,753.4618830426668,1.5633703674864536,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,1.001,True,True,2.2,-20,0.3013357559716295
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2090.0,752.5410202572281,-3.9067064919500205,67.83707162,450.3374482488683,455.8499370347827,0.012092770752085773,0.03869566732120151,733.9283505829168,1.5512595773614084,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,1.001,True,True,2.2,-20,0.30811896595072275
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2095.0,769.3677020236827,-5.904330568192402,70.1648392,485.4721508194487,491.1330030919172,0.011526108481471809,0.03896072711615038,704.4066977419548,1.5329561526000122,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,1.001,True,True,2.2,-20,0.3150084505724245
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2100.0,780.2033435383053,-7.7099480799502675,72.49260678,520.7638776141763,526.447552461745,0.010796279365325253,0.03888518076185034,665.8569573422034,1.509055313552166,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,1.001,True,True,2.2,-20,0.3194449750528535
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2105.0,787.0617234751134,-9.391433495086604,74.82037436,556.2536702119527,561.8285673195184,0.009922772589089803,0.038616388110816274,618.8997898667703,1.4799418697173978,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,1.001,True,True,2.2,-20,0.3222530571073097
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2110.0,788.2418486313009,-10.829192525964022,77.14814194,591.9562157284632,597.294030388829,0.008936661658732593,0.038025070073057804,564.7538272369502,1.4463713728869092,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,1.001,True,True,2.2,-20,0.32273624530971845
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2115.0,780.3527679206454,-11.712597354094434,79.010356004,620.8592364082901,625.8002904893763,0.007895576522059905,0.03706788753873433,506.19084046647805,1.4100623210892165,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,1.001,True,True,2.2,-20,0.3195061550881408
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2120.0,766.7939303357587,-12.234805075973924,80.872570068,649.9565383003314,654.4304460083613,0.00683633797192367,0.03576230473894699,445.0168150866084,1.3721344253536973,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,1.001,True,True,2.2,-20,0.31395465038116666
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2125.0,744.2015493300747,-12.065281161397865,82.269230616,672.185157088613,676.120216280179,0.005820058470098069,0.03405183922554825,384.6904092796191,1.3347320537533638,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,1.001,True,True,2.2,-20,0.30470446881437757
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2130.0,717.6030287061121,-11.522726420206503,83.665891164,694.5432269392479,697.9462020857347,0.004875698350843371,0.03211069262986604,327.07677717858655,1.2990116018507238,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,1.001,True,True,2.2,-20,0.2938140210515792
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2135.0,682.8500381512279,-10.222252268397396,84.596998196,709.9155637277743,712.8091145513663,0.004059362828733192,0.02981461367096833,275.9655158365996,1.2673226198186918,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,1.001,True,True,2.2,-20,0.27958482260894013
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2140.0,647.264867996998,-8.672610372030597,85.528105228,725.3207951463417,727.7825831895747,0.0033825871903172804,0.02751255552642457,232.60246397644661,1.240437527665397,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,1.001,True,True,2.2,-20,0.26501489813179463
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2145.0,602.7604996771461,-6.211221715376677,85.993658744,733.5886337904315,735.7272504118009,0.00290680632010349,0.02481688352744567,201.54635539956323,1.2211827403477293,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,1.001,True,True,2.2,-20,0.2467931140989246
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2150.0,557.1827011499975,-3.403143205710964,86.45921226,741.766104764465,743.7364717391312,0.0026492810955723502,0.02212637850463505,184.53063937100842,1.2106329964100253,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,1.001,True,True,2.2,-20,0.2281318268408623
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2155.0,506.5085964986974,0.12350869987564712,86.45921226,742.6733822934183,744.6531083084661,0.002658588264735775,0.01930781552839366,185.14818287038665,1.21101587337964,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,1.001,True,True,2.2,-20,0.20738391768329859
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2160.0,455.13967268990837,4.038842747799176,86.45921226,743.3528351625089,745.5631036097416,0.002964562538746088,0.01654823606876202,205.34239660938252,1.2235362858978172,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,1.001,True,True,2.2,-20,0.18635152308963854
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2165.0,406.6734698243528,8.045720229235249,86.45921226,743.7627385881102,746.4375742565156,0.0035834686793060778,0.01405567552594732,245.57099775555875,1.2484780186084465,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,1.001,True,True,2.2,-20,0.16650761304552092
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2170.0,362.586705510294,11.980315242460174,86.45921226,743.8502493128713,747.2338602065955,0.004528181970753787,0.011894336032839785,305.4725739678596,1.2856169958600732,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,1.001,True,True,2.2,-20,0.1484568120035819
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2175.0,309.8020577313927,17.226067711018878,86.45921226,743.4749340869165,747.9138658562906,0.0059350842015637225,0.00943757870457463,391.602912522954,1.3390178057642315,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,1.001,True,True,2.2,-20,0.12684476607663833
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2180.0,256.1884711438182,23.168562852935136,86.45921226,742.569861935045,748.496160658995,0.007917607377882054,0.0071261886271923825,507.44572678762967,1.4108403506083305,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,1.001,True,True,2.2,-20,0.10489332101836567
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2185.0,199.37974135830757,30.337627841904634,86.45921226,740.9502724542418,748.9416077098106,0.0106701713101579,0.004909977708818802,659.1338659971528,1.5048869969182348,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,1.001,True,True,2.2,-20,0.08163366259801468
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2190.0,140.925060233484,39.021536219072665,86.45921226,738.3663890288988,749.2087266159041,0.01447171822995044,0.002926260314489729,854.2415470925162,1.62585375919736,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,1.001,True,True,2.2,-20,0.05770008898763064
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2195.0,73.27006671802579,51.976978265424485,86.45921226,734.2504877954702,749.2288238461664,0.019991670867392543,0.0010993335595545941,1114.1264384196386,1.786982391820176,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,1.001,True,True,2.2,-20,0.029999556947183884
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2200.0,0.0,85.76757866689515,86.45921226,726.2504122841523,748.896924184685,0.030239824960140715,0.0,1542.9643317541143,2.052861885687551,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,1.001,True,True,2.2,-20,0.0
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2020.0,59.954179350478704,34.55277662574562,43.47801205,101.35099131344944,101.6022031,0.0024725033403390304,0.0014950732957857787,172.7638831287281,1.2033376075398114,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,3.0,True,True,2.2,-20,0.024547525315735428
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2025.0,95.65456318831625,34.040669848296176,46.476228195000004,122.50971644697424,123.1418781717999,0.005133604702242016,0.0028763592964003654,342.967232370209,1.3088636840695296,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,3.0,True,True,2.2,-20,0.03916462266465931
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2030.0,119.00855940286333,34.21003163882751,49.474444340000005,143.43310751884258,144.59466222802988,0.008033178343440523,0.003840023296285304,514.0173905643466,1.414914782149895,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,3.0,True,True,2.2,-20,0.04872663851594635
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2035.0,144.51548592680825,33.263512751203265,51.19409131500001,164.35922900238123,166.19889018155314,0.011069034078159656,0.004850220660865574,680.3349543203628,1.518031671678625,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,3.0,True,True,2.2,-20,0.059170146063817444
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2040.0,168.30444371068432,32.34114798849164,52.913738290000005,185.04603451858657,187.7163715295873,0.014225381564973607,0.005802725069082663,842.040694262821,1.618289230442949,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,3.0,True,True,2.2,-20,0.06891025175388052
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2045.0,192.68919145873215,31.197656808887864,54.45241879,206.48984177641086,210.15951029114802,0.01746134880907052,0.006759096602772136,998.0289783072603,1.7150019665505014,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,3.0,True,True,2.2,-20,0.07889429655522508
