name,year,p,E,baseline,Y,Ygross,damageFraction,abatementFraction,CE,temp,SSP,damage,TCRE,cost_level,r,gamma,beta,elasmu,on_utility,useBaselineCO2Intensity,maxReductParam,minEmissions,p_rel
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2050.0,217.3511319864636,29.963824631928624,55.99109929,227.68922188102863,232.5129642886979,0.020746122361073656,0.007753221899383019,1147.8481014669035,1.8078898229094802,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,3.0,True,True,2.2,-20,0.08899183464178076
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2055.0,245.98274008152262,28.080471542326702,56.806347175,250.27170925322807,256.4211141744757,0.023981663682591303,0.008817848963629837,1288.250459178537,1.8949392846906932,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,3.0,True,True,2.2,-20,0.10071470587707965
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2060.0,271.9958139939097,26.3297053977645,57.621595060000004,272.6225517212471,280.2318759704093,0.027153671304565356,0.009744629548731358,1419.8989861673597,1.976561371423763,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,3.0,True,True,2.2,-20,0.11136544945029343
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2065.0,308.15760730675265,24.316007360613735,59.244130865,297.94369821884953,307.22239220706734,0.03020188053859034,0.011267474491063342,1541.4790229704283,2.0519409942416655,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,3.0,True,True,2.2,-20,0.1261714654182581
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2070.0,343.03676469039567,22.278859096554577,60.86666667,323.031833842083,334.08844250163565,0.033094855292692515,0.01276323417980371,1652.8733184532011,2.121005457440985,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,3.0,True,True,2.2,-20,0.14045232136762173
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2075.0,385.8987783143719,19.760942245313746,62.654864915,350.3826345161233,363.3698393149638,0.035741009279483434,0.01469738179962367,1751.67802967977,2.1822643784014577,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,3.0,True,True,2.2,-20,0.15800166281331615
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2080.0,428.47154437659776,17.14076438031474,64.44306316,377.5648702409578,392.51878241612974,0.03809731621789884,0.01667833530611505,1837.3818515813437,2.2354007479804334,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,3.0,True,True,2.2,-20,0.175432575286727
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2085.0,480.4662154502664,13.88008116485858,66.14006739,407.27861750753186,424.26929548330065,0.04004691868265913,0.019140464689724624,1906.7822574056365,2.278428999591495,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,3.0,True,True,2.2,-20,0.19672117465196923
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2090.0,536.0894006374706,10.315234890635606,67.83707162,436.95869582523045,455.8870709582879,0.041519877046018096,0.02190040686134841,1958.3584318588146,2.3104062277524653,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,3.0,True,True,2.2,-20,0.219495425943824
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2095.0,595.7945999238941,6.468752973425279,70.1648392,469.4546021487467,490.2684861906807,0.04245405247980557,0.02508693465260678,1990.702196725941,2.3304593619700835,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,3.0,True,True,2.2,-20,0.24394100933504775
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2100.0,662.0685896444021,2.0751386055765293,72.49260678,502.0983818053162,524.5246651091326,0.04275544086978323,0.02883578514982741,2001.0778897538235,2.336892291647371,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,3.0,True,True,2.2,-20,0.27107610580478153
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2105.0,723.6814527836818,-2.2921474783380065,74.82037436,534.9610931160405,558.660932672297,0.04242258259028552,0.032429461405787834,1989.6171523621333,2.329786634464523,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,3.0,True,True,2.2,-20,0.29630275946048423
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2110.0,787.2294403304757,-6.974927889158314,77.14814194,568.1935964527428,592.7425886810753,0.04141594124855624,0.036297358084917276,1954.7425129163416,2.308164358008132,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,3.0,True,True,2.2,-20,0.3223217267780063
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2115.0,824.8666643578234,-10.444818320888777,79.010356004,595.0449382862168,619.7907450732616,0.039926066956872265,0.03867978949531687,1902.5184213118978,2.275785421213377,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,3.0,True,True,2.2,-20,0.33773184029527104
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2120.0,858.0141231529512,-13.798532346265832,80.872570068,622.4213032899504,647.000920355529,0.03799008052735384,0.04079757989779827,1833.5257595805685,2.2330099709399525,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,3.0,True,True,2.2,-20,0.35130367286375735
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2125.0,868.4342563035732,-15.924055153946055,82.269230616,643.5047372584663,667.3986310744789,0.03580153255265835,0.04151646627559133,1753.9054838108382,2.1836453999627197,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,3.0,True,True,2.2,-20,0.3555700723888504
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2130.0,871.7457449478239,-17.66987758751388,83.665891164,665.0880419162056,688.0911395973823,0.03343030647747666,0.04171989003789776,1665.5560958732688,2.1288687794414267,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,3.0,True,True,2.2,-20,0.35692592200948015
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2135.0,854.1534358274257,-18.090669116523607,84.596998196,680.273075347016,702.0833061096737,0.031065018314579813,0.04059584185282987,1575.1027502906506,2.0727877051802035,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,3.0,True,True,2.2,-20,0.3497229603782195
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2140.0,829.8208924542408,-18.009897432617258,85.528105228,695.8015839602903,716.4149993829966,0.028773009275991523,0.038977080324591275,1485.0532631275644,2.01695702313909,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,3.0,True,True,2.2,-20,0.33976029003696134
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2145.0,790.2039983084671,-16.743999859052643,85.993658744,704.7159235427727,724.0466946592165,0.026698238192416852,0.0364452006581436,1401.333263832301,1.9650506235760268,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,3.0,True,True,2.2,-20,0.32353962414661214
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2150.0,744.9827224568218,-14.907757984143267,86.45921226,713.7272798534644,731.9502920132979,0.024896516004808834,0.03354372354155597,1326.7944739115849,1.9188365738251827,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,3.0,True,True,2.2,-20,0.30502431085562537
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2155.0,679.0899138193447,-11.321318844920492,86.45921226,715.7824007222599,733.0507968923174,0.023556888885824544,0.029449247566027778,1270.1878796869823,1.8837404854059292,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,3.0,True,True,2.2,-20,0.27804528444450893
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2160.0,613.1057298164333,-7.340324769488004,86.45921226,717.6794808656808,734.3503637073181,0.022701538210555823,0.02546350249720824,1233.4862558395423,1.8609854786205164,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,3.0,True,True,2.2,-20,0.25102884547732823
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2165.0,544.2474867576075,-2.707841696039462,86.45921226,719.2622160140552,735.7342948975299,0.02238862453158979,0.021448912084129045,1219.947047359345,1.8525911693627939,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,3.0,True,True,2.2,-20,0.2228356572293084
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2170.0,474.1047588489911,2.540635511054464,86.45921226,720.4100724055291,737.1297791744637,0.022682175162777242,0.017550966740682124,1232.6502249146174,1.8604671394470629,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,3.0,True,True,2.2,-20,0.19411655194415275
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2175.0,401.4440021248833,8.629108891415292,86.45921226,720.9718349398138,738.4649616137924,0.02368849922919878,0.01375301302298032,1275.795769371694,1.8872173770104503,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,3.0,True,True,2.2,-20,0.1643664697235496
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2180.0,328.7780870571337,15.495249396350804,86.45921226,720.7949684416569,739.6801950434427,0.025531610455889954,0.01024436467578531,1353.272016353448,1.9352526501391378,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,3.0,True,True,2.2,-20,0.13461427548052354
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2185.0,254.8811433868614,23.507965798352707,86.45921226,719.6552694015772,740.7032840738033,0.02841625671816081,0.0070226518242007515,1470.8118453452114,2.008127344114031,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,3.0,True,True,2.2,-20,0.10435805122470775
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2190.0,177.00561425009028,33.55081529933759,86.45921226,717.2046192511242,741.4637747005938,0.03271792402705795,0.0040784913476545614,1638.5659218418994,2.1121348715419774,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,3.0,True,True,2.2,-20,0.07247284249245083
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2195.0,93.76875684464005,47.43049590604096,86.45921226,712.8177088063059,741.8767811338178,0.03916967489277742,0.001576548156969291,1875.7184013721042,2.2591694088507044,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,3.0,True,True,2.2,-20,0.038392501697222595
CBA SSP2 damageHowardTotal 0.00062 p50 0.001,2200.0,0.0,84.9543777099894,86.45921226,703.3634305423745,741.7962958955734,0.051810538237857764,0.0,2300.490289922051,2.522527979751672,SSP2,damageHowardTotal,0.00062,p50,0.001,2442.3716272551083,2.0,3.0,True,True,2.2,-20,0.0
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2020.0,79.89164604396414,33.17508478878471,43.47801205,101.36145561399847,101.6022031,0.0023695104894976508,0.0023260431294732354,165.87542394392355,1.1990667628452327,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.45,True,True,2.2,-10,0.03271068380930687
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2025.0,150.51554524577614,30.832119909797097,46.476228195000004,122.54346875579235,123.12981886506863,0.0047620480130718,0.0057976136529144205,320.036023492909,1.2946463345656036,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.45,True,True,2.2,-10,0.06162679895480731
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2030.0,175.29196495072898,30.801153834021644,49.474444340000005,143.47181062707202,144.53199760284613,0.007335309781625948,0.007029209692967402,474.04179266301725,1.3901299114510708,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.45,True,True,2.2,-10,0.07177120917824172
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2035.0,203.14271301971576,29.69793927790253,51.19409131500001,164.43104320692,166.09023869493197,0.009989723062891804,0.00828269919732945,622.5314890525299,1.4821935232125685,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.45,True,True,2.2,-10,0.08317436656763835
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2040.0,226.70018787972415,28.7246571632395,52.913738290000005,185.18425118938245,187.56995891623959,0.012719028892694316,0.009292227172183908,766.1547748687274,1.5712399604186111,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.45,True,True,2.2,-10,0.09281969432903385
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2045.0,252.67967478235596,27.447798934934948,54.45241879,206.73964617816944,209.9893881068535,0.015475743598197622,0.01039104843065397,903.3937695434021,1.6563281371169094,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.45,True,True,2.2,-10,0.10345668610076893
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2050.0,277.2200794072131,26.16817340177471,55.99109929,228.09384891064016,232.3314072165863,0.018239283085802367,0.011424553870123082,1034.2346365522756,1.737449474662411,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.45,True,True,2.2,-10,0.1135044627580982
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2055.0,305.6797047842581,24.309808771104727,56.806347175,250.8815370288154,256.2434150775102,0.020924939854836476,0.01248481803379676,1155.7836804077992,1.8128098818528358,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.45,True,True,2.2,-10,0.12515691771599896
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2060.0,331.68887374577093,22.5581563561508,57.621595060000004,273.48920409271847,280.07633880170016,0.023519068898017595,0.013400166665419634,1268.5744621885533,1.882740166556903,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.45,True,True,2.2,-10,0.13580606245354393
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2065.0,362.4557871844305,20.809424861234614,59.244130865,299.12163012341233,307.10612962554717,0.02599915381653345,0.014661160103881458,1372.6215864947264,1.9472493836267306,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.45,True,True,2.2,-10,0.14840320905290783
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2070.0,392.34399418166566,19.010566106865276,60.86666667,324.5757256026011,334.0417586763297,0.02833787341809796,0.015906099593642545,1467.6744170290528,2.006182138558013,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.45,True,True,2.2,-10,0.16064057975591808
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2075.0,425.6372646974073,16.98106719964914,62.654864915,352.3405826194961,363.4197525142125,0.030485877055576725,0.017323452889429932,1552.5797530272985,2.058823446876925,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.45,True,True,2.2,-10,0.1742721131983364
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2080.0,458.078766207062,14.88227371745156,64.44306316,379.9750019253278,392.7041696767339,0.0324141395337985,0.018733861572679502,1626.9911216145563,2.104958495401025,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.45,True,True,2.2,-10,0.18755489995676045
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2085.0,494.03229885151063,12.468658315256803,66.14006739,410.1636167070201,424.6275226084368,0.034062572799253885,0.020248169517933335,1689.3344131908402,2.143611336178321,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.45,True,True,2.2,-10,0.20227564607222995
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2090.0,529.6038193054058,9.966437083126046,67.83707162,440.31064861423425,456.47051104037195,0.03540176645651579,0.021782928479670588,1739.1665986064704,2.1745072911360115,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.45,True,True,2.2,-10,0.21683998184199677
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2095.0,567.6611047717015,7.278558993746382,70.1648392,473.26503856433305,491.1385003685766,0.03639189717529857,0.023593635059926163,1775.5593935752024,2.1970708240166257,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.45,True,True,2.2,-10,0.23242208451695576
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2100.0,604.8477731392773,4.4644401023338345,72.49260678,506.28017810013597,525.7346031018938,0.03700426962002214,0.02541687860182271,1797.8815940868717,2.2109105883338604,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.45,True,True,2.2,-10,0.247647723380673
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2105.0,638.6282274798257,1.6688215264411521,74.82037436,539.4233502873024,560.2850973119306,0.037234163686873524,0.027087650192301974,1806.2257017190775,2.216083935065828,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.45,True,True,2.2,-10,0.2614787284429587
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2110.0,671.0636569373233,-1.2125577377292915,77.14814194,572.7792945555275,594.8278191989211,0.03706707038868373,0.02873056958946961,1800.1629130304311,2.212325006078867,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.45,True,True,2.2,-10,0.2747590290718809
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2115.0,688.6921362040744,-3.3631337253414753,79.010356004,599.5750393373422,622.3564644016806,0.03660510714906765,0.0296254164657158,1783.3472444037238,2.201899291530309,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.45,True,True,2.2,-10,0.2819768001391623
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2120.0,702.7686685785096,-5.378027231541714,80.872570068,626.6811890203282,649.997180064228,0.03587091107317704,0.030312170341946696,1756.4571082460152,2.1852274071125297,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.45,True,True,2.2,-10,0.2877402688174549
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2125.0,706.644374577244,-6.787066488878831,82.269230616,647.2929717714504,670.7367788594628,0.034952320831245845,0.030499253676313856,1722.521775801621,2.164187500997005,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.45,True,True,2.2,-10,0.2893271305200248
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2130.0,705.5223641647533,-7.886446768835535,83.665891164,668.1913800728477,691.6351122768419,0.03389609895139393,0.030362241521661972,1683.0895419574433,2.139739516013615,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.45,True,True,2.2,-10,0.28886773670789156
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2135.0,691.9652695983286,-8.112162861448377,84.596998196,682.5121392101554,705.6738851550925,0.03282216677161956,0.029554824650468877,1642.5287276502015,2.114591811143125,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.45,True,True,2.2,-10,0.2833169456590859
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2140.0,678.5246362867076,-8.270319618998155,85.528105228,697.0486847966685,719.8985281764199,0.03174036685091229,0.028747697712572472,1601.1771295552107,2.088953820324231,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.45,True,True,2.2,-10,0.27781383828523937
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2145.0,650.2576503123172,-7.276808723915254,85.993658744,704.8382211856427,727.2367019202968,0.030799436655919554,0.027117245611920627,1564.7930859356345,2.0663957132800936,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.45,True,True,2.2,-10,0.2662402572384604
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2150.0,619.8894564793974,-5.9841175780119045,86.45921226,712.6713140946084,734.7379285037989,0.030033313312307623,0.025361612744811912,1534.872498045575,2.0478449487882564,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.45,True,True,2.2,-10,0.2538063616371389
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2155.0,578.5661553705617,-3.6761333768003523,86.45921226,713.578655680519,735.3191744035427,0.02956609793381041,0.023058534160676786,1516.4918311615731,2.0364489353201756,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.45,True,True,2.2,-10,0.23688702772099876
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2160.0,532.1841592473315,-0.7443058871280006,86.45921226,714.3042585604205,735.9953807112597,0.02947181832836652,0.02049685751923724,1512.7703017259332,2.0341415870700787,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.45,True,True,2.2,-10,0.21789647132669723
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2165.0,484.5753980853711,2.5643738401031255,86.45921226,714.7763388145347,736.7287121868999,0.029797092212141378,0.017932762986328822,1525.592170926449,2.0420911459743984,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.45,True,True,2.2,-10,0.19840363058506685
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2170.0,432.0942337303526,6.616228754545438,86.45921226,714.8658286693471,737.4633095764751,0.030642176517372333,0.015195286294843019,1558.6733146991762,2.0626014551134895,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.45,True,True,2.2,-10,0.17691584233475863
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2175.0,376.5100109018009,11.367840631531724,86.45921226,714.4608631849158,738.1662612863545,0.03211390081704482,0.012430074470122772,1615.5125178568348,2.097841761071238,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.45,True,True,2.2,-10,0.15415754371702503
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2180.0,315.99910936770254,17.154290641465533,86.45921226,713.3888234027802,738.7898665566785,0.034381959341546524,0.009605755862353278,1701.2839710641624,2.151020062059781,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.45,True,True,2.2,-10,0.12938207512787164
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2185.0,249.88834629144952,24.349592109320866,86.45921226,711.4166793515536,739.2869350035778,0.037698834285349946,0.006784598099193281,1823.0319316107668,2.2265037975986752,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.45,True,True,2.2,-10,0.10231380986532744
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2190.0,176.72474941393364,33.74287027486394,86.45921226,708.1726577005817,739.593815038554,0.04248434302595452,0.004049686366881675,1991.7462829850865,2.331106695450754,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.45,True,True,2.2,-10,0.07235784572741212
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2195.0,95.8280476951567,47.04810766289491,86.45921226,702.9886761671492,739.6171101380214,0.04952350813522546,0.0016212978666296114,2226.986821299561,2.4769558292057283,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.45,True,True,2.2,-10,0.03923565383162198
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2200.0,0.0,84.65633527300072,86.45921226,692.4287569269435,739.1938782010714,0.0632650278272558,0.0,2650.2684976645646,2.7393904685520303,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.45,True,True,2.2,-10,0.0
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2020.0,92.5589652221182,32.47801205,43.47801205,101.36673607641828,101.6022031,0.0023175385611468417,0.0029164030163658324,162.39006024999998,1.1969058373550001,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,0.2,True,True,2.2,-20,0.03789716691318668
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2025.0,340.22472034885044,22.93288742023206,46.476228195000004,122.61899047127868,123.12089842329853,0.004076545561698631,0.02035394409141434,277.05449735116025,1.2679977883577194,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,0.2,True,True,2.2,-20,0.13930096327364255
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2030.0,447.1899468952718,19.24601542051303,49.474444340000005,143.42240088773738,144.23459582193829,0.0056310688123921305,0.03000803265012033,373.2845744537254,1.3276604361613098,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,0.2,True,True,2.2,-20,0.18309660246006548
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2035.0,469.0726256867695,17.703870608679722,51.19409131500001,164.16206258379756,165.33996674400603,0.007124134493338789,0.030604779109771996,461.803927497124,1.382542435048217,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,0.2,True,True,2.2,-20,0.19205620490029318
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2040.0,490.21933844500563,16.212959893688883,52.913738290000005,184.87343264049284,186.46669900015465,0.0085445088490599,0.03117870846555489,542.8687269655684,1.4328026107186524,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,0.2,True,True,2.2,-20,0.20071447480576293
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2045.0,509.28955955276433,14.747716452343344,54.45241879,206.55751344840755,208.61878450205603,0.00988056304981571,0.031384767312400995,616.6073092272851,1.478520531720917,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,0.2,True,True,2.2,-20,0.20852254991396874
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2050.0,528.5389010069264,13.26532731090607,55.99109929,228.22744237759798,230.79344274048967,0.011118168403843975,0.03173015273858898,682.9339457818154,1.5196430463847257,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,0.2,True,True,2.2,-20,0.21640396371658308
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2055.0,550.7124704297685,11.505574642410016,56.806347175,251.50129982299936,254.61243161613106,0.01221908833509843,0.031818569693112635,740.4618189938654,1.5553103277761966,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,0.2,True,True,2.2,-20,0.22548266786438803
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2060.0,567.7715393867103,9.965520166222912,57.621595060000004,274.7699826388752,278.4435687387137,0.01319328766140654,0.03158721804257157,790.28941982498,1.5862034402914877,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,0.2,True,True,2.2,-20,0.2324673006559644
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2065.0,587.6761512616174,8.417243221324489,59.244130865,301.2598063372727,305.5469534705293,0.01403105835146234,0.03180804997349044,832.3756359316025,1.6122968942775935,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,0.2,True,True,2.2,-20,0.24061700713502188
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2070.0,603.3586678915303,6.990639659612027,60.86666667,327.74137990056863,332.64362522307715,0.014737229126879971,0.03181954863901369,867.3288342296626,1.633967877222391,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,0.2,True,True,2.2,-20,0.24703802695645583
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2075.0,617.8901011679629,5.576363778846586,62.654864915,356.7206993361478,362.2660119188473,0.015307294640552043,0.0317209458419018,895.2106531238954,1.6512546049368153,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,0.2,True,True,2.2,-20,0.2529877493960192
CBA SSP2 damageHowardTotal 0.00062 p50 0.015,2080.0,632.4566544025489,4.099391524367325,64.44306316,385.73613127659445,391.9008082633512,0.01573019717431716,0.0317513963778963,915.707610745732,1.6639627186623538,SSP2,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,0.2,True,True,2.2,-20,0.2589518512845417
