name,year,p,E,baseline,Y,Ygross,damageFraction,abatementFraction,CE,temp,SSP,damage,TCRE,cost_level,r,gamma,beta,elasmu,on_utility,maxReductParam,p_rel
CBA SSP2 damageBurkeDiff 0.00062 p05 0.015 500 2,2085.0,415.10187975027947,-0.01671988666932182,66.14006739,426.3948701293709,426.39916441049417,1.0071035503086967e-05,0.021148092311451996,0.09167293177570243,1.096280837217701,SSP2,damageBurkeDiff,0.00062,p05,0.015,1558.410470404288,2.0,1.45,True,500.0,0.266362352944531
CBA SSP2 damageBurkeDiff 0.00062 p05 0.015 500 2,2090.0,405.49845754258354,-0.023865796035779766,67.83707162,459.9320548213796,459.9306574310643,-3.0382630353542606e-06,0.019682982426910845,-0.0276560484031964,1.09620685324999,SSP2,damageBurkeDiff,0.00062,p05,0.015,1558.410470404288,2.0,1.45,True,500.0,0.26020003410102077
CBA SSP2 damageBurkeDiff 0.00062 p05 0.015 500 2,2095.0,395.92049788649473,0.022940433218293817,70.1648392,496.30061266841483,496.30535870917265,9.562743328278556e-06,0.018435042641915922,0.08704611768827268,1.096277968592967,SSP2,damageBurkeDiff,0.00062,p05,0.015,1558.410470404288,2.0,1.45,True,500.0,0.254054054054054
CBA SSP2 damageBurkeDiff 0.00062 p05 0.015 500 2,2100.0,387.68546668801997,0.005093703489956515,72.49260678,532.6194210544213,532.6260046629353,1.2360659179880273e-05,0.01740364104559567,0.11251463513805526,1.0962937590737858,SSP2,damageBurkeDiff,0.00062,p05,0.015,1558.410470404288,2.0,1.45,True,500.0,0.2487698036239742
CBA SSP2 damageBurkeDiff 0.00062 p05 0.015 500 2,2105.0,380.2352355854859,-0.04115494365806796,74.82037436,568.9036547198489,568.8978260890661,-1.024547909210527e-05,0.016519983178008634,-0.09326008315228454,1.0961661787484456,SSP2,damageBurkeDiff,0.00062,p05,0.015,1558.410470404288,2.0,1.45,True,500.0,0.24398914330115096
CBA SSP2 damageBurkeDiff 0.00062 p05 0.015 500 2,2110.0,372.52094127381775,-0.01797946705512016,77.14814194,605.1430159209941,605.1308397157899,-2.012160743594671e-05,0.01569601562762962,-0.18315741842788535,1.0961104424005748,SSP2,damageBurkeDiff,0.00062,p05,0.015,1558.410470404288,2.0,1.45,True,500.0,0.23903903903903903
CBA SSP2 damageBurkeDiff 0.00062 p05 0.015 500 2,2115.0,365.0330831577611,0.032857135681737405,79.010356004,634.1730556447205,634.1717408622378,-2.0732277994650605e-06,0.015030046949630973,-0.01887174001919833,1.0962122995211883,SSP2,damageBurkeDiff,0.00062,p05,0.015,1558.410470404288,2.0,1.45,True,500.0,0.2342342342342342
CBA SSP2 damageBurkeDiff 0.00062 p05 0.015 500 2,2120.0,358.48120730621156,0.02972348232741053,80.872570068,663.162835598342,663.1722882040171,1.4253619826043451e-05,0.014455683937976136,0.12974567161785433,1.0963044423164032,SSP2,damageBurkeDiff,0.00062,p05,0.015,1558.410470404288,2.0,1.45,True,500.0,0.23003003003003003
CBA SSP2 damageBurkeDiff 0.00062 p05 0.015 500 2,2125.0,353.08625610772947,-0.06141558744526406,82.269230616,684.9837438763598,684.9703995204708,-1.9481653365467644e-05,0.014045000607139112,-0.177332265608466,1.096114053995323,SSP2,damageBurkeDiff,0.00062,p05,0.015,1558.410470404288,2.0,1.45,True,500.0,0.22656820062055325
CBA SSP2 damageBurkeDiff 0.00062 p05 0.015 500 2,2130.0,346.31343786761954,0.048451498020096254,83.665891164,706.7279282705073,706.7329691036184,7.13258519342147e-06,0.013564583075606781,0.06492522449201528,1.0962642536391851,SSP2,damageBurkeDiff,0.00062,p05,0.015,1558.410470404288,2.0,1.45,True,500.0,0.2222222222222222
CBA SSP2 damageBurkeDiff 0.00062 p05 0.015 500 2,2135.0,341.73403600540837,-0.06096908360887173,84.596998196,721.318011815002,721.299000097362,-2.6357609864191556e-05,0.013282393362238408,-0.23992019355234337,1.0960752494799977,SSP2,damageBurkeDiff,0.00062,p05,0.015,1558.410470404288,2.0,1.45,True,500.0,0.21928371407614747
CBA SSP2 damageBurkeDiff 0.00062 p05 0.015 500 2,2140.0,336.01763295804164,0.006340873481379418,85.528105228,735.8517934660317,735.8349615799581,-2.287453974395004e-05,0.01293593412335054,-0.2082158261454463,1.0960949061877898,SSP2,damageBurkeDiff,0.00062,p05,0.015,1558.410470404288,2.0,1.45,True,500.0,0.2156156156156156
CBA SSP2 damageBurkeDiff 0.00062 p05 0.015 500 2,2145.0,328.6010122137998,0.3372270253401745,85.993658744,743.0545271959796,743.1751832001718,0.00016235203612780663,0.012547295437815699,1.4779193005554263,1.0971403099663444,SSP2,damageBurkeDiff,0.00062,p05,0.015,1558.410470404288,2.0,1.45,True,500.0,0.21085652236958663
CBA SSP2 damageBurkeDiff 0.00062 p05 0.015 500 2,2150.0,0.0,85.94982028894847,86.45921226,715.5963033919966,750.4882036907117,0.04649227013446106,0.0,431.2270207452978,1.3635847528620848,SSP2,damageBurkeDiff,0.00062,p05,0.015,1558.410470404288,2.0,1.45,True,500.0,0.0
CBA SSP2 damageBurkeDiff 0.00062 p05 0.03 2.2 30,2020.0,60.069143471653426,32.47801205,43.47801205,99.80232779297239,101.6022031,0.017714924008646847,0.0019088065039526464,162.39006024999998,1.1969058373550001,SSP2,damageBurkeDiff,0.00062,p05,0.03,1558.410470404288,2.0,1.45,True,2.2,0.03854513596541102
CBA SSP2 damageBurkeDiff 0.00062 p05 0.03 2.2 30,2025.0,245.65837239249518,21.478012049999997,46.476228195000004,119.28238697078966,122.88191603191342,0.029292585738888814,0.015709568580050872,269.78012049999995,1.2634876747100001,SSP2,damageBurkeDiff,0.00062,p05,0.03,1558.410470404288,2.0,1.45,True,2.2,0.15763393345834342
CBA SSP2 damageBurkeDiff 0.00062 p05 0.03 2.2 30,2030.0,390.3769595838357,14.011118121891771,49.474444340000005,138.33066724782165,143.61368206546516,0.03678629181887621,0.03102955601368776,339.8357111094588,1.3069221408878646,SSP2,damageBurkeDiff,0.00062,p05,0.03,1558.410470404288,2.0,1.45,True,2.2,0.2504968793507675
CBA SSP2 damageBurkeDiff 0.00062 p05 0.03 2.2 30,2035.0,460.10844722241154,9.38424684844625,51.19409131500001,157.21073996209793,164.06527818198353,0.04177933500519499,0.03793288810270435,386.7569453516901,1.336013306118048,SSP2,damageBurkeDiff,0.00062,p05,0.03,1558.410470404288,2.0,1.45,True,2.2,0.2952421431710791
CBA SSP2 damageBurkeDiff 0.00062 p05 0.03 2.2 30,2040.0,491.52470970105554,6.388740387974139,52.913738290000005,175.9989424086374,184.32424623895463,0.04516662349197658,0.04009853620794006,418.7006472915608,1.355818401320768,SSP2,damageBurkeDiff,0.00062,p05,0.03,1558.410470404288,2.0,1.45,True,2.2,0.3154013137331801
CBA SSP2 damageBurkeDiff 0.00062 p05 0.03 2.2 30,2045.0,522.8970857075394,3.379142055620154,54.45241879,195.93241984212244,205.58554956420556,0.046954320196850245,0.04194840784622555,435.59635756966156,1.3662937416931902,SSP2,damageBurkeDiff,0.00062,p05,0.03,1558.410470404288,2.0,1.45,True,2.2,0.33553232324721727
CBA SSP2 damageBurkeDiff 0.00062 p05 0.03 2.2 30,2050.0,548.8980505433959,0.604955393620873,55.99109929,216.16991235826472,226.89622235457415,0.0472740792464462,0.043238409056228305,438.62113453776595,1.368169103413415,SSP2,damageBurkeDiff,0.00062,p05,0.03,1558.410470404288,2.0,1.45,True,2.2,0.35221660850430436
CBA SSP2 damageBurkeDiff 0.00062 p05 0.03 2.2 30,2055.0,568.4194269743783,-1.8358951811859159,56.806347175,238.34174864761448,249.91360290949115,0.04630341897022532,0.043026065285660005,429.4416586318364,1.3624778283517387,SSP2,damageBurkeDiff,0.00062,p05,0.03,1558.410470404288,2.0,1.45,True,2.2,0.36474307492744007
CBA SSP2 damageBurkeDiff 0.00062 p05 0.03 2.2 30,2060.0,594.672096974599,-4.576025231386578,57.621595060000004,261.1265023411441,273.11074951100954,0.0438805400055567,0.04371883944938318,406.5615324749035,1.3482921501344403,SSP2,damageBurkeDiff,0.00062,p05,0.03,1558.410470404288,2.0,1.45,True,2.2,0.3815888742202349
CBA SSP2 damageBurkeDiff 0.00062 p05 0.03 2.2 30,2065.0,618.5735031187564,-7.310504437553605,59.244130865,287.67776398132736,299.66419025111134,0.039999528337835856,0.04440040705022594,370.0090102871355,1.325629586378024,SSP2,damageBurkeDiff,0.00062,p05,0.03,1558.410470404288,2.0,1.45,True,2.2,0.3969259157751193
CBA SSP2 damageBurkeDiff 0.00062 p05 0.03 2.2 30,2070.0,633.4050311224436,-9.651485839512935,60.86666667,315.04753105470246,326.4255254054968,0.034856325456350847,0.044278291090815346,321.75158108957083,1.295709980275534,SSP2,damageBurkeDiff,0.00062,p05,0.03,1558.410470404288,2.0,1.45,True,2.2,0.4064430027591662
CBA SSP2 damageBurkeDiff 0.00062 p05 0.03 2.2 30,2075.0,645.3488812707482,-11.932094154657207,62.654864915,345.8173052131975,355.95023784068275,0.028467273091191327,0.04383231936162901,262.0911103162848,1.2587204883960967,SSP2,damageBurkeDiff,0.00062,p05,0.03,1558.410470404288,2.0,1.45,True,2.2,0.4141071261561337
CBA SSP2 damageBurkeDiff 0.00062 p05 0.03 2.2 30,2080.0,642.0610898394822,-13.397715261861062,64.44306316,377.62285967800693,385.82283787286946,0.021253221400969642,0.04205791873875853,195.1025340069795,1.2171875710843274,SSP2,damageBurkeDiff,0.00062,p05,0.03,1558.410470404288,2.0,1.45,True,2.2,0.4119974179029461
CBA SSP2 damageBurkeDiff 0.00062 p05 0.03 2.2 30,2085.0,628.4954601335968,-14.200721325393523,66.14006739,413.1357107398234,418.81497861306923,0.013560326548140787,0.03922003757073647,124.0989273800119,1.1731653349756075,SSP2,damageBurkeDiff,0.00062,p05,0.03,1558.410470404288,2.0,1.45,True,2.2,0.4032926318638956
CBA SSP2 damageBurkeDiff 0.00062 p05 0.03 2.2 30,2090.0,590.6297067667144,-13.316306458947308,67.83707162,449.46359037186465,452.3145755407152,0.006303102581742867,0.03453343775362031,57.51739508527536,1.1318847849528708,SSP2,damageBurkeDiff,0.00062,p05,0.03,1558.410470404288,2.0,1.45,True,2.2,0.3789949554262757
CBA SSP2 damageBurkeDiff 0.00062 p05 0.03 2.2 30,2095.0,522.440407702808,-10.000897592510757,70.1648392,488.8365197141221,489.24018742258806,0.0008250910674213047,0.027937508663103586,7.512907122721575,1.1008820024160875,SSP2,damageBurkeDiff,0.00062,p05,0.03,1558.410470404288,2.0,1.45,True,2.2,0.3352392823485553
CBA SSP2 damageBurkeDiff 0.00062 p05 0.03 2.2 30,2100.0,404.46582261721267,-1.4983839204317697,72.49260678,526.696616860085,526.697831246768,2.305661066043241e-06,0.018545763557353347,0.02098752056272679,1.096237012262749,SSP2,damageBurkeDiff,0.00062,p05,0.03,1558.410470404288,2.0,1.45,True,2.2,0.25953741347251397
CBA SSP2 damageBurkeDiff 0.00062 p05 0.03 2.2 30,2105.0,379.21435664668786,0.05782108059474902,74.82037436,564.4716593167981,564.4908892468378,3.4065970604721385e-05,0.016453320273032968,0.3100929235364719,1.0964162576125926,SSP2,damageBurkeDiff,0.00062,p05,0.03,1558.410470404288,2.0,1.45,True,2.2,0.24333406624784215
CBA SSP2 damageBurkeDiff 0.00062 p05 0.03 2.2 30,2110.0,372.7476484607954,-0.040269733281514036,77.14814194,601.9199461356997,601.9271370305851,1.1946454052357003e-05,0.01571023215487813,0.1087442571289017,1.09629142143942,SSP2,damageBurkeDiff,0.00062,p05,0.03,1558.410470404288,2.0,1.45,True,2.2,0.23918451238594154
CBA SSP2 damageBurkeDiff 0.00062 p05 0.03 2.2 30,2115.0,365.3349393690787,0.0010033343523497818,79.010356004,631.8575299386192,631.8654267236356,1.2497574138986556e-05,0.01504864753937134,0.11376092889065062,1.0962945317759123,SSP2,damageBurkeDiff,0.00062,p05,0.03,1558.410470404288,2.0,1.45,True,2.2,0.23442792916702
CBA SSP2 damageBurkeDiff 0.00062 p05 0.03 2.2 30,2120.0,358.32302541539514,0.04753825401472589,80.872570068,661.481098489736,661.5066389434819,3.860951990839606e-05,0.014446047112175715,0.35145219896428004,1.0964419003633579,SSP2,damageBurkeDiff,0.00062,p05,0.03,1558.410470404288,2.0,1.45,True,2.2,0.22992852795864352
CBA SSP2 damageBurkeDiff 0.00062 p05 0.03 2.2 30,2125.0,352.86371700391135,-0.0352192254527507,82.269230616,683.7656425798787,683.778815070159,1.9264256204049035e-05,0.014031622889260648,0.17535607170052656,1.0963327207644544,SSP2,damageBurkeDiff,0.00062,p05,0.03,1558.410470404288,2.0,1.45,True,2.2,0.2264254018470309
CBA SSP2 damageBurkeDiff 0.00062 p05 0.03 2.2 30,2130.0,346.7055994686641,0.002010242991062739,83.665891164,705.8613109471544,705.8756885430124,2.0368453102215245e-05,0.01358759846188768,0.18540728665584025,1.0963389525177267,SSP2,damageBurkeDiff,0.00062,p05,0.03,1558.410470404288,2.0,1.45,True,2.2,0.22247386426935428
CBA SSP2 damageBurkeDiff 0.00062 p05 0.03 2.2 30,2135.0,342.00613903295664,-0.09418045798832077,84.596998196,720.7078642113516,720.6852602670701,-3.136451586797234e-05,0.013298271626558084,-0.2854950032857636,1.0960469930979628,SSP2,damageBurkeDiff,0.00062,p05,0.03,1558.410470404288,2.0,1.45,True,2.2,0.2194583170018309
CBA SSP2 damageBurkeDiff 0.00062 p05 0.03 2.2 30,2140.0,335.86768836497924,0.025222295895732116,85.528105228,735.4081146673356,735.3952380452353,-1.7509798043380265e-05,0.01292726532046802,-0.15938352380710302,1.0961251822152396,SSP2,damageBurkeDiff,0.00062,p05,0.03,1558.410470404288,2.0,1.45,True,2.2,0.21551939924906136
