name,year,p,E,baseline,Y,Ygross,damageFraction,abatementFraction,CE,temp,SSP,damage,TCRE,cost_level,r,gamma,beta,elasmu,on_utility,carbonbudget,useBaselineCO2Intensity,maxReductParam,minEmissions,p_rel
SSP1 damageHowardTotal 0.00062 p50 0.015,2020.0,103.64136990061135,29.360346923124524,40.06900391,101.60288567000283,101.81529689999999,0.0020862408347715293,0.003170847836879072,146.80173461562262,1.187241075461686,SSP1,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.001,True,1344,True,2.2,0,0.04243472563472664
SSP1 damageHowardTotal 0.00062 p50 0.015,2025.0,173.27723986567176,26.58384385900192,41.36111898,128.21367395980204,128.74392609254056,0.004118657468604776,0.006082721032464915,279.7209539106322,1.2696509914245921,SSP1,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.001,True,1344,True,2.2,0,0.07094630396620341
SSP1 damageHowardTotal 0.00062 p50 0.015,2030.0,200.2576809350448,25.6742684233935,42.653234049999995,154.5821192596754,155.54822313162504,0.006210960514361629,0.0068342835539224695,408.0922960275997,1.3492412235371118,SSP1,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.001,True,1344,True,2.2,0,0.08199312451074739
SSP1 damageHowardTotal 0.00062 p50 0.015,2035.0,232.70664727770205,24.089768029037387,43.215865074999996,187.3443484402954,188.91037366566908,0.008289778877602625,0.00747011692560196,528.5411361727867,1.4239195044271278,SSP1,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.001,True,1344,True,2.2,0,0.09527896765621721
SSP1 damageHowardTotal 0.00062 p50 0.015,2040.0,265.4324600709402,22.49705917462073,43.7784961,219.8951070038855,222.19083984293948,0.010332256904365579,0.008133603639789344,641.0264320458903,1.493660387868452,SSP1,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.001,True,1344,True,2.2,0,0.10867816228656815
SSP1 damageHowardTotal 0.00062 p50 0.015,2045.0,297.89842156083296,20.365057075574008,43.11662696,252.64056062809397,255.7777713551272,0.012265376738612074,0.008532867479504816,742.8517174237603,1.5567920648027314,SSP1,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.001,True,1344,True,2.2,0,0.12197096389284134
SSP1 damageHowardTotal 0.00062 p50 0.015,2050.0,327.6961876490237,18.435498655858737,42.45475782,285.2332445778215,289.3079558050058,0.014084338662054127,0.008799073080281584,835.029210703054,1.6139421106358935,SSP1,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.001,True,1344,True,2.2,0,0.13417130464183677
SSP1 damageHowardTotal 0.00062 p50 0.015,2055.0,357.64205901872475,16.68286080611412,42.028343105000005,316.17489527484594,321.2463767612073,0.01578689085147609,0.00915406111452614,918.4435147336246,1.6656589791348475,SSP1,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.001,True,1344,True,2.2,0,0.1464322853359812
SSP1 damageHowardTotal 0.00062 p50 0.015,2060.0,384.5930607605885,15.100379748728601,41.601928390000005,347.0052824122093,353.14083675866294,0.017374241967509092,0.009383397914157692,993.9454134772676,1.7124701563559062,SSP1,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.001,True,1344,True,2.2,0,0.1574670522981871
SSP1 damageHowardTotal 0.00062 p50 0.015,2065.0,411.247379971584,13.348225345946656,40.409729985000006,376.79037247300414,384.01525007191344,0.018814038238211414,0.009438468457936527,1060.686540207001,1.7538496549283407,SSP1,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.001,True,1344,True,2.2,0,0.16838034612847588
SSP1 damageHowardTotal 0.00062 p50 0.015,2070.0,435.64622701953033,11.778020117585756,39.217531580000006,406.52730789202104,414.87162637375025,0.02011301316184002,0.009396134223663415,1119.5766407949297,1.7903615172928564,SSP1,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.001,True,1344,True,2.2,0,0.17837016372039055
SSP1 damageHowardTotal 0.00062 p50 0.015,2075.0,458.6106633010111,9.906182919677553,36.304912765000005,432.9323237874762,442.32115120191315,0.02122626826441565,0.008936259995365516,1169.1075553933174,1.8210706843438569,SSP1,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.001,True,1344,True,2.2,0,0.18777267889261667
SSP1 damageHowardTotal 0.00062 p50 0.015,2080.0,480.17624831479384,8.267482194024312,33.39229395,459.38421197591737,469.799603605346,0.022169860403241294,0.00839220244028596,1210.4449663634389,1.8466998791453322,SSP1,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.001,True,1344,True,2.2,0,0.1966024510587876
SSP1 damageHowardTotal 0.00062 p50 0.015,2085.0,501.5014462040753,6.925159735101024,31.005353925,482.66855856759247,494.0163101071036,0.022970398562450228,0.007995142561862597,1245.070765038944,1.8681678743241454,SSP1,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.001,True,1344,True,2.2,0,0.20533379957729625
SSP1 damageHowardTotal 0.00062 p50 0.015,2090.0,521.7957573350228,5.74518411775929,28.6184139,506.00426154428135,518.2566549270955,0.023641555330413892,0.007537368406564569,1273.7966856277405,1.8859779450891994,SSP1,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.001,True,1344,True,2.2,0,0.21364306377954853
SSP1 damageHowardTotal 0.00062 p50 0.015,2095.0,539.9586480708372,4.802213311480372,26.615663740000002,525.0848665943488,538.1111599853326,0.02420743957686903,0.007167987790375188,1297.8077521851424,1.9008648063547884,SSP1,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.001,True,1344,True,2.2,0,0.22107964326365717
SSP1 damageHowardTotal 0.00062 p50 0.015,2100.0,796.4892853938841,0.0,24.61291358,544.4805726982731,557.988034323782,0.02420743957686903,0.011557765751864192,1297.8077521851424,1.9008648063547884,SSP1,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.001,True,1344,True,2.2,0,0.3261130601525326
SSP1 damageHowardTotal 0.00062 p50 0.015,2105.0,783.698411777184,0.0,22.61016342,563.5723210809663,577.5534103647865,0.02420743957686903,0.01008546320931213,1297.8077521851424,1.9008648063547884,SSP1,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.001,True,1344,True,2.2,0,0.32087598915401494
SSP1 damageHowardTotal 0.00062 p50 0.015,2110.0,772.8045331531309,0.0,20.60741326,582.8824215991668,597.3425554160945,0.02420743957686903,0.008761298573618065,1297.8077521851424,1.9008648063547884,SSP1,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.001,True,1344,True,2.2,0,0.31641562018211683
SSP1 damageHowardTotal 0.00062 p50 0.015,2115.0,763.3344204673415,0.0,19.005213132,598.4473554078272,613.2936237475757,0.02420743957686903,0.007773200809731321,1297.8077521851424,1.9008648063547884,SSP1,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.001,True,1344,True,2.2,0,0.3125381952316671
SSP1 damageHowardTotal 0.00062 p50 0.015,2120.0,755.1023981992971,0.0,17.403013004,614.0994138888612,629.3339781383152,0.02420743957686903,0.006862373423681746,1297.8077521851424,1.9008648063547884,SSP1,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.001,True,1344,True,2.2,0,0.3091676916702185
SSP1 damageHowardTotal 0.00062 p50 0.015,2125.0,747.7849494347406,0.0,16.201362908,625.9125789172259,641.4402038951933,0.02420743957686903,0.006208413951207759,1297.8077521851424,1.9008648063547884,SSP1,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.001,True,1344,True,2.2,0,0.30617164934688856
SSP1 damageHowardTotal 0.00062 p50 0.015,2130.0,741.2854790340384,0.0,14.999712812000002,637.7479331485753,653.5691693242977,0.02420743957686903,0.0055934637913208005,1297.8077521851424,1.9008648063547884,SSP1,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.001,True,1344,True,2.2,0,0.30351051853117944
SSP1 damageHowardTotal 0.00062 p50 0.015,2135.0,735.3603552929749,0.0,14.198612748000002,645.6977370726596,661.7161918027608,0.02420743957686903,0.005188956589725422,1297.8077521851424,1.9008648063547884,SSP1,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.001,True,1344,True,2.2,0,0.3010845471208734
SSP1 damageHowardTotal 0.00062 p50 0.015,2140.0,729.9595714953798,0.0,13.397512684000002,653.6396443404822,669.8551217248937,0.02420743957686903,0.004802217181355099,1297.8077521851424,1.9008648063547884,SSP1,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.001,True,1344,True,2.2,0,0.2988732604610849
SSP1 damageHowardTotal 0.00062 p50 0.015,2145.0,724.886394560928,0.0,12.996962652000002,657.6737421542753,673.989297345216,0.02420743957686903,0.004598819675513419,1297.8077521851424,1.9008648063547884,SSP1,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.001,True,1344,True,2.2,0,0.2967961085330823
SSP1 damageHowardTotal 0.00062 p50 0.015,2150.0,720.1172313087792,0.0,12.596412620000002,661.6869830492521,678.1020986287558,0.02420743957686903,0.004401651737309556,1297.8077521851424,1.9008648063547884,SSP1,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.001,True,1344,True,2.2,0,0.29484343138971547
SSP1 damageHowardTotal 0.00062 p50 0.015,2155.0,715.4858767121905,0.0,12.596412620000002,661.7823868119082,678.1998691657792,0.02420743957686903,0.004373342996503394,1297.8077521851424,1.9008648063547884,SSP1,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.001,True,1344,True,2.2,0,0.2929471783605261
SSP1 damageHowardTotal 0.00062 p50 0.015,2160.0,710.985408229823,0.0,12.596412620000002,661.8520997775076,678.2713115690389,0.02420743957686903,0.00434583428550381,1297.8077521851424,1.9008648063547884,SSP1,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.001,True,1344,True,2.2,0,0.2911045150933371
SSP1 damageHowardTotal 0.00062 p50 0.015,2165.0,706.6093924248601,0.0,12.596412620000002,661.9038275139444,678.324322565981,0.02420743957686903,0.004319086280487291,1297.8077521851424,1.9008648063547884,SSP1,damageHowardTotal,0.00062,p50,0.015,2442.3716272551083,2.0,1.001,True,1344,True,2.2,0,0.2893128074939981
